,name
Инженер по охране труда и промышленной безопасности на производство в г. Луга Ленинградской области,1
"Специалист/руководитель по экологии, ОТ, ПБ, БДД (ООС)",1
Главный специалист по промышленной безопасности (г. Ростов-на-Дону),1
Сторож в СНТ,1
Ведущий специалист отдела экономической безопасности с высшим юридическим образованием,1
Охранник / Инспектор,1
Специалист отдела экономической безопасности с юридическим образованием,1
Охранник (Стройка),1
Инженер по специальной оценке условий труда (СОУТ),1
Контролер торгового зала (Веер Молл),1
Охранник (частный дом),1
Специалист по изъятию транспортных средств,1
Полицейский Полка полиции по сопровождению поездов на Московском метрополитене,1
Вахтер в детский сад,1
Специалист видеонаблюдения (ул. Коллонтай),1
Старший сотрудник смены охраны/ охранник,1
"Охранник, сотрудник службы контроля",1
Охранник / Администратор торгового зала,1
Эколог-проектировщик (удаленная работа),1
Руководитель отдела экологии (ИЭИ),1
Маркетолог (видеонаблюдение и безопасность),1
"Инженер по охране труда, пожарной безопасности, гражданской обороне и чрезвычайным ситуациям",1
Охранник ЧОП (стройка),1
"Охранник ЧОП на жилой комплекс (Москва, центр города)",1
Инженер ГО ЧС,1
Полицейский группы задержания Росгвардии,1
Контролёр – охранник торгового зала (м. Василеостровская),1
Дознаватель (Отдел МВД России по району Северное Бутово г. Москвы),1
Сотрудник полиции Московского метрополитена,1
"Оперативный дежурный дежурной части ОМВД России по району Северное Бутово, г. Москвы",1
Специалист видеонаблюдения (улица Алебашевская),1
"Специалист видеонаблюдения (Пискаревский проспект, 59А)",1
Специалист видеонаблюдения (Охта Молл),1
Главный специалист отдела экономической безопасности,1
Руководитель проекта,1
Руководитель службы безопасности гипермаркета (Новорижское шоссе),1
Служба ФСИН/Младший инспектор отдела охраны/ Инструктор-кинолог,1
Полицейский поста (по охране здания),1
"Охранник в ресторан ""Урожай""",1
Охранник в кафе-пиццерию Тут-то пицца ФМР,1
Оперативный дежурный МВД,1
Инженер 1 категории,1
Ведущий специалист по производственной безопасности,1
Сотрудник отдела охраны,1
"Специалист по охране труда и промышленной безопасности, экологии и пожарной безопасности",1
Частный охранник 6 разряд,1
Оператор дежурной части охранной организации,1
Инспектор по лицензионно-разрешительной работе,1
Старший полицейский Отдела вневедомственной охраны по Ленинскому району г. Нижнего Новгорода,1
Ведущий специалист по обеспечению транспортной безопасности,1
Инженер по БДД и охране труда,1
Полицейский роты ППСП УВД на метрополитене,1
Администратор,1
Охранник (уличный пост),1
Директор ЧОП (Руководитель ЧОП),1
Ведущий специалист по антитеррористической защищенности,1
Полицейский на Московском метрополитене,1
Администратор парковки,1
Контролер торгового зала (ТРЦ Континент),1
Инспектор-контролер (КПП),1
Специалист по работе с проблемной задолженностью (офисный сбор),1
Старший полицейский Отдела вневедомственной охраны войск национальной гвардии России,1
Полицейский Отдела вневедомственной охраны войск национальной гвардии России,1
Полицейский-водитель Отдела вневедомственной охраны войск национальной гвардии России,1
Охранник 5 разряд,1
Полицейский-водитель Отдела вневедомственной охраны по Ленинскому району (Нижний Новгород),1
Охранник в частную школу,1
Консьерж / контролер КПП,1
Охранник (Новорижское шоссе),1
Старший специалист отдела мониторинга задолженности,1
Региональный специалист по экологической безопасности,1
Старший смены охраны на завод,1
Менеджер по продажам,1
"Инженер по охране труда, ТБ, ПБ",1
Делопроизводитель в отдел по взысканию задолженности,1
Младший судебный пристав по ОУПДС - водитель Полюстровского ОСП Красногвардейского района,1
Специалист выездного взыскания (исполнительное производство),1
Эксперт по СОУТ,1
Инженер по охране труда на производственное предприятие,1
Помощник эколога/Инженер - эколог,1
Специалист службы безопасности (Тула и Тульская область),1
Охранник/контролер (ул. Шахтеров),1
Полицейский (водитель) полиции,1
Работник транспортной безопасности на объект Автовокзал,1
Менеджер по обеспечению бизнеса (улица Митрофанова),1
Охранник торгового центра (Советский район),1
Старший полицейский полиции,1
Охранник (улица Октябрьской революции),1
Охранник ГБР (6 разряд),1
Специалист по взысканию задолженности (г.Зима),1
Руководитель направления пожарной безопасности ГО и ЧС,1
Оператор видеонаблюдения (Советский район),1
Охранник/Контролер (ул. Норильская),1
Специалист по взысканию задолженности/Специалист службы безопасности,1
"Полицейский, полицейский - водитель, кинолог ОБ ОКПО",1
Администратор паркинга (ст.м.Петроградская),1
Охранник/Контролер (ул. Светлогорская),1
Охранник (промзона КМР),1
Начальник отделения службы охраны,1
Начальник команды,1
Специалист видеонаблюдения (улица Франк-Каменецкого),1
"Консультант / руководитель проектов по Культуре безопасности (HSE, ПБОТОС)",1
Специалист по взысканию задолженности (г.Ангарск),1
Полицейский Росгвардии (Москва),1
Ведущий специалист по работе с ФССП (по взысканию задолженности),1
Специалист по переговорам (Оператор колл-центра),1
Специалист Службы информационной безопасности,1
Тренер-преподаватель курса по охране труда и промышленной безопасности,1
Главный специалист Службы информационной безопасности,1
Специалист по д?осудебному взысканию,1
Главный специалист по экономической и информационной безопасности,1
Контролер (оперативный дежурный),1
Специалист по замерам,1
Специалист контрольно-ревизионной группы,1
"Специалист по охране труда, ПБ и экологии",1
Охранник СТО,1
Охранник-контролер в строительный супермаркет,1
Инженер по пожарной безопасности Москва,1
Специалист видеонаблюдения (пр. Энергетиков),1
Менеджер по обеспечению бизнеса (улица Вокзальная),1
Специалист видеонаблюдения (улица 22 Партъезда),1
Руководитель отдела ОТ и ТБ / Руководитель отдела охраны труда и техники безопасности,1
Старший инженер по пожарной безопасности Москва,1
Охранник контролер,1
Специалист по охране труда (Леруа Мерлен Мега),1
Полицейский (водитель) конвоя,1
Специалист видеонаблюдения (м. Проспект Большевиков),1
Специалист видеонаблюдения (ул. 14-ая Линия),1
Контролер торгового зала (Охранник),1
Специалист ОТ и ТБ (Свистягино),1
Старший инженер по пожарной безопасности,1
Специалист видеонаблюдения (улица Светлая),1
"Специалист видеонаблюдения (ул. Планерная, д.17)",1
Контролер по режиму (офис),1
Сторож на Родник,1
Специалист отдела вызыскания,1
Охранник в БЦ (м. Пионерская),1
Контролер (служба внутреннего контроля),1
Охранник в торговый зал (Москва),1
Территориальный специалист по охране труда (регион Сибирь),1
Спасатель / Инструктор-спасатель в аквапарк,1
Менеджер отдела безопасности,1
"Контролер-охранник в бизнес-центр (ул. Холодильная, 77)",1
Специалист по работе с ФССП (взыскание задолженности на стадии исполнительного производства),1
"Инженер по охране труда, окружающей среды и противопожарной профилактике",1
Контролер (офис) / Вахтер,1
Администратор (охранник),1
Охранник-контролер в ресторан,1
Судебный пристав-исполнитель / дознаватель,1
Ведущий специалист телефонного взыскания,1
Охранник в Карелию (Целюлозно-бумажный комбинат),1
"Специалист по охране труда (ТК ""Барвиха Luxury Village"")",1
Охранник (г.Белгород),1
Инженер-эколог / Инженер по охране окружающей среды,1
Ведущий инженер службы пожарной безопасности,1
Инженер по охране труда и технике безопасности в электроэнергетике,1
Охранник транспортной безопасности,1
Сторож - вахтер (Приокский район),1
Охранник (суточные смены различные района города),1
Заместитель начальника управления промышленной безопасности и охраны труда,1
Инспектор по промышленной и пожарной безопасности,1
Начальник штаба ГО,1
Охранник/Оператор видеонаблюдения,1
Администратор/вахтер,1
"Специалист внутреннего контроля (ТЦ ""Фокус"")",1
Эксперт по проверкам,1
Специалист в области SHE,1
Начальник отдела по работе с просроченной задолженностью,1
Судебный пристав по ОУПДС Петродворцового районного отделения ГУФССП России по Санкт-Петербургу,1
Контролер-охранник в кофейню,1
Охранник (контролер торгового зала),1
Охранник в офис со знанием английского языка,1
Машинист электропоезда,1
Охранник в Парк,1
Инспектор подразделения досмотра,1
Сотрудник офисной охраны/Охранник 6 разряда,1
Администратор (служба безопасности офиса),1
Охранник в клуб (боулинг-бильярд-ресторан),1
Консьерж,1
Помощник старшего смены охраны\Старший смены охраны,1
"Ведущий инженер по охране труда, ПБ и ООС",1
Фейс-контролер в ночной клуб,1
Контролёр торгового зала/Охранник в магазине,1
Специалист видеонаблюдения и пропускного режима (Москва),1
Ведущий инженер по охране окружающей среды/эколог,1
Начальник службы безопасности (в супермаркете),1
Охранник ресторана,1
Начальник Отдела экологического просвещения,1
"Инженер по пожарной безопасности, охране труда и технике безопасности",1
Охранник в бизнес центре,1
Инспектор транспортной безопасности (сопровождение электричек),1
Оператор видеонаблюдения на склад,1
Охранник в торговый центр Фуд Сити,1
Охранник 6го разряда,1
Ведущий специалист по работе с заемщиками,1
Инженер-эколог в федеральную компанию,1
Охранник (Нагатинская),1
Вахтер-контролер (Свердловский район),1
"Охранник ""Олимпийский""",1
Охранник на продовольственный рынок,1
"Инструктор-преподаватель в АНО Дополнительного Профессионального Образования ""ОБЕРЕГ""",1
Охранник ресторанов и предприятий быстрого питания,1
"Охранник (бутик Нью-Йоркер, ТЦ Планета Новокузнецк)",1
"Охранник в торговом центре ""Дубровка""",1
Ведущий специалист отдела промышленной безопасности,1
Главный специалист ПБОТОС по пожарной безопасности,1
Полицейский/Полицейский водитель,1
Cпециалист отдела по предотвращению внештатных ситуаций (ПВС),1
Охранник ТРК,1
Сотрудник ППСП 6 отдел полиции УВД на ММ ГУ МВД России по г. Москве,1
Контролер торгового зала (предместье Марата),1
Специалист видеонаблюдения (улица Кирзаводская),1
Специалист 1 разряда отдела безопасности (направление-информационная безопасность),1
Охранник в торговый центр (метро Алма-Атинская),1
Администратор / Охранник,1
"Начальник службы охраны труда, промышленной и пожарной безопасности",1
Дежурный администратор / Охранник,1
Специалист мониторинга ЧС,1
Главный специалист (эксперт) отдела организации защиты объектов и обеспечения информбезопасности,1
Ведущий эколог,1
Главный специалист отдела промышленной безопасности и охраны труда,1
"Оператор комплексов видеофиксации ПДД, Идринский р-н",1
Контролёр/Товаровед (на склад),1
"Охранник, г. Ачинск",1
Охранник в Дилерский центр KIA/Mitsubishi,1
Охранник в г. Боготол,1
Оператор комплексов видеофиксации ПДД (Ужур),1
"Оператор комплексов видеофиксации ПДД , Балахта",1
Сотрудник ОМОН,1
Оператор комплексов видеофиксации ПДД (с. Казачинское),1
Консультант (помощник мирового судьи),1
Оператор видеофиксации ПДД г. Красноярска,1
Начальник отдела охраны и режима,1
Министерство внутренних дел по г. Москве ГУ МВД России по г. Москве,1
Главный специалист по защите информации (в составе проектных команд) [id122237],1
Охранник в фитнес-центр,1
"Оператор комплексов видеофиксации ПДД, Краснотуранский район",1
Оператор комплексов видеофиксации ПДД Новоселово,1
Эколог 1 категории,1
"Охранник, Северо-Енисейский",1
Охранник ЛДК Березовское,1
"Охранник в ДОЛ ""Родничок""",1
Лицензированный охранник- Вахта,1
"Полицейский (сотрудник), Москва",1
"Охранник в ДОЛ ""Восток""",1
"Охранник 4-6 разряд на НЛХК, г. Лесосибирск ( Новоенисейск)",1
Охранник в г. Лесосибирск,1
Охранник- Вахта,1
Охранник в Енисейск,1
Полицейский-стажер (Росгвардии),1
Ночной сторож(Терновка),1
Специалист отдела взыскания (Call-центр),1
Дежурный контролёр (г. Вилючинск),1
"Охранник в РЦСС ""Академия Биатлона""",1
Инженер по охране труда и промышленной безопасности (открытые горные работы),1
Сотрудник службы безопасности (Охранник),1
Территориальный менеджер,1
Участковый уполномоченный полиции ОМВД России по Фрунзенскому району г.Иваново,1
"Ведущий специалист ОТ,ПБ и БДД",1
Сторож охранник / разнорабочий,1
Начальник отдела безопасности и контроля за работой учреждения,1
Оператор по наземному обслуживанию воздушного судна,1
Розыскник (судебный пристав по розыску) в Королевский ГОСП,1
Следователь ОМВД России по Фрунзенскому району г. Иваново,1
Участковый уполномоченный полиции ОМВД России по Октябрьскому району г. Иваново,1
Ведущий специалист выездного взыскания.,1
Участковый уполномоченный полиции МО МВД России Шуйский,1
Инспектор дорожно-патрульной службы ОБДПС,1
Полицейский патрульно-постовой службы полиции МО МВД России Шуйский,1
Оперуполномоченный уголовного розыска МО МВД России Шуйский,1
Полицейский патрульно-постовой службы полиции ОБППС УМВД,1
Следователь МО МВД России Южский,1
Инженер по гражданской обороне (эколог),1
Ведущий специалист по ОТ и ПБ (Норильск),1
Ведущий специалист по ОТ и ПБ (г. Норильск),1
Охранник на автостоянку,1
Администратор-охранник (ТЦ ТРИУМФ),1
Младший инспектор отдела охраны / отдела безопасности ФКУ ИК-16 ГУФСИН России по Красноярскому краю,1
Специалист по охране труда (промышленная безопасность),1
Администратор-охранник торгового зала,1
Сотрудник службы безопасности (Гущина 154В),1
Охранник - сторож,1
Контролёр-охранник пропускного режима,1
Полицейский взвода по охране объектов ОВД,1
Специалист по взысканию задолженности в Банк Уралсиб,1
Контролер в торговый зал,1
Старший охранник / Старший смены,1
Сотрудник Службы безопасности (Охрана),1
Сотрудник охраны (офисное здание),1
"Охранник ЦПН ""Родник""",1
"Лицензированный охранник (ул. Е. Стасовой, 28)",1
"Охранник, г. Минусинск",1
Вахтер (ночные смены),1
Ревизор (отдел внутреннего контроля),1
Специалист (Служба экономической безопасности),1
Контролер внутреннего порядка,1
Специалист по охране труда (без опыта работы),1
Менеджер,1
Специалист службы безопасности склада,1
Специалист по охране труда (г. Фурманов),1
Следователь СУ УМВД России по Гатчинскому району Ленинградской области,1
Начальник группы противопожарных мероприятий ОПЭБ,1
"Ведущий инженер-проектировщик Систем связи/Инженер 1,2,3 категории",1
"Ведущий инженер-проектировщик АСУ ТП / Инженер 1,2,3 категории",1
Дознаватель ОМВД России по Тихвинскому району Ленинградской области,1
Младший оперуполномоченный уголовного розыска ОМВД России по Тихвинскому району Ленинградской обл.,1
Контролер-охранник (центр),1
"Специалист по режиму (ДО ""Карасунский"")",1
Охранник в бар DOSKI,1
Сотрудник охраны (ул. Кореновская),1
Главный специалист по охране труда и экологии,1
Младший инспектор по конвоированию,1
Специалист по охране труда (промышленной безопасности),1
"Менеджер службы контроля (ул. Щетинкина, 80)",1
Инженер по слаботочным системам,1
"Менеджер службы контроля (ул. Ленина, 100)",1
Инструктор по охране труда,1
Дежурный по общежитию (Красноярский край),1
Главный специалист (эколог),1
Старший инспектор по контролю за исполнением поручений,1
Заместитель директора магазина (ТЦ Севен),1
Охранник-водитель мобильной группы охраны,1
Специалист по охране труда и экологическому контролю,1
Ведущий инженер-эколог / эколог (с опытом),1
Полицейский поста внутренней охраны изолятора временного содержания подозреваемых и обвиняемых,1
Специалист по безопасности (северная часть города),1
Охранник в Административное здание,1
Контролёр торгового зала (Сосновый Бор),1
Инженер-эколог (полевые работы),1
Судебный пристав по ОУПДС/младший судебный пристав по ОУПДС,1
Сотрудник службы безопасности / руководитель службы безопасности,1
"Контролёр торгового зала (Смоленка, Шоссейная 1)",1
"Полицейский-водитель (Росгвардия, Москва)",1
"Охранник в ТЦ ""Ритейл""",1
"Охранник в спортлагерь ""Факел"" (пгт. Подгорный)",1
Полицейский ОР ППСП УМВД России по Гатчинскому району Ленинградской области,1
Заместитель директора магазина (м.Алексеевская),1
Эксперт по специальной оценке условий труда,1
Контролер торгового зала (КСК),1
"Лицензированный охранник ЛД ""Кристалл""",1
Младший инспектор-кинолог,1
Контролер торгового зала (Вектор-Ритэйл),1
Инспектор службы режима и безопасности,1
"Старший смены охраны(ул.60 лет СССР, 16а)",1
Сотрудник службы безопасности (Личная охрана),1
Охранник-контролер торгового зала (Планета),1
Охранник на склад вахта,1
Постовой - служба в Росгвардии,1
Сотрудник охраны (Анапа),1
Менеджер по охране труда и промышленной безопасности,1
Участковый уполномоченный полиции ОУУП И ПДН УМВД России по Гатчинскому району Ленинградской области,1
Старший сотрудник смены охраны (Анапа),1
Полицейский центра временного содержания иностранных граждан (г. Егорьевск),1
Полицейский - водитель в Росгвардии,1
Оператор Пульта Центрального Наблюдения,1
Охранник на подработку в Куркино,1
Контролер торгового зала / охранник (видеонаблюдениие) (ул. 60 лет СССР),1
Охранник 2500 за смену,1
Полицейский 1 специального полка полиции ГУ МВД России по г. Москве,1
Оперуполномоченный уголовного розыска МО МВД России Южский,1
Полицейский патрульно-постовой службы полиции ОМВД России по Фурмановскому району,1
Эксперт Экспертно-криминалистического центра,1
Инспектор дорожно-патрульной службы (Инспектор ДПС),1
Охранник супермаркета (м Академическая),1
Специалист по охране труда (г. Шахты),1
"Начальник службы охраны труда, окружающей среды и промышленной безопасности",1
Генеральный директор ЧОО/развитие,1
Юрист в области уголовного права,1
Инспектор магазинов (Ростовская область),1
Полицейский патрульно- постовой службы,1
Специалист по разработке систем управления охраной труда (СУОТ),1
Старший смены охраны (строительный гипермаркет),1
Контролер холла,1
Специалист по режиму и охране,1
Контролер кинозала,1
"Руководитель направления по охране труда, промышленной, пожарной безопасности, ГО и ЧС, экологии",1
AppSec Engineer Mobile Apps (Android/iOS),1
Специалист по работе с судебными приставами,1
Охранник 6 разряд Сопровождение,1
"Судебный пристав-исполнитель отдела судебных приставов по Пермскому району, г. Пермь",1
"Охранник в сеть магазинов ""ВКУСВИЛЛ""",1
Специалист противопожарной профиликтики,1
Начальник отдельной ведомственной охраны,1
Контролер торгового зала / Охранник,1
Полицейский (водитель) Дежурной части,1
Инженер-эколог (м. Отрадное),1
Инженер отдела экологической безопасности,1
Старший инженер по охране труда и пожарной безопасности,1
Инженер - химик,1
Полицейский (водитель) изолятора временного содержания подозреваемых и обвиняемых,1
Ведущий специалист по анализу и методическому обеспечению,1
Контролер торгового зала / охранник,1
Инспектор отдела контроля склада,1
Инженер-проектировщик систем пожарной сигнализации,1
Специалист по охране труда и промышленной безопасности (ОТиПБ),1
Инженер по промышленной безопасности 2 категории,1
Главный архитектор Службы информационной безопасности,1
Охранник ( клуб-ресторан ),1
Охранник в Домовой на беговой,1
Охранник в магазин непродовольственных товаров,1
"Ведущий специалист отдела охраны труда, окружающей среды и промышленной безопасности",1
"Заместитель руководителя службы по ОТ, ПБ и экологии",1
Оператор центра видеонаблюдения,1
Инженер Производственного отдела Управления складской логистики и грузоперевозок (охрана труда),1
Охранник (Серпухов),1
Специалист по работе с исполнительным производством (взыскание задолженности),1
"Контролер-охранник в алко-бар ""ГудВин""",1
Контролер торгового зала (пр-т Комарова 13В),1
Охранник (г. Иркутск),1
Заместитель директора предприятия по безопасности (производство),1
"Контролер торгового зала, г. Абакан",1
"Контролер торгового зала, с. Белый Яр",1
Заместитель директора магазина (ТК Горский),1
Охранник в ресторан (служебный вход),1
Ведущий инженер-проектировщик группы охраны окружающей среды и промышленной безопасности,1
Ночной сторож/охранник (Мебельный центр),1
Сотрудник мобильной группы охраны объектов,1
Специалист по охране труда и технике безопасности в единственном лице (Котельники),1
"Контролер торгового зала/Охранник, Вокзальная магистраль д.5",1
Охранник-контролер г.Новосибирск,1
Охранник в учебное заведение,1
Водитель в Группу быстрого реагирования,1
Инженер по охране труда (Эколог),1
Контролёр-охранник на производство,1
Охранник/Сотрудник СБ,1
Специалист по охране труда на строительный объект (СКА-Арена),1
Специалист отдела судебных взысканий,1
Менеджер по взысканию задолженности (исполнительное производство),1
Главный контролер,1
"Охранник торгового зала (ТЦ""Эдем"" - Академгородок)",1
"Заместитель директора магазина (м. Купчино, ТРЦ Балканский)",1
Полицейский охраны и конвоирования подозреваемых и обвиняемых ОМВД России по Фурмановскому району,1
Охранник / Администратор-контролер (Красное Село),1
"Подсобный рабочий водно-спортивного комплекса (бассейн,пляж)",1
Специалист по охране труда (морские операции),1
Специалист по вооружению и специальным средствам (КХО),1
Специалист по противопожарной профилактике и гражданской обороне,1
"Охранник (дежурный по охраняемому объекту Волгоград, Михайловка, Светлый Яр, Красноармейский район)",1
"Ведущий специалист по охране труда, ГО и ЧС",1
Руководитель службы безопасности (работа в Кайбицком районе РТ),1
Охранник (Магадан),1
"Администратор-охранник (К. Маркса, 90)",1
Водитель-охранник 6 разряда (ГБР),1
Начальник службы поискового и аварийно-спасательного обеспечения полетов,1
Ведущий инженер по противопожарной безопасности,1
Специалист пожарной безопасности и экологии,1
Охранник (Нижний Новгород),1
Охранник (ТЦ Макси),1
Сотрудник внутренних расследований,1
Специалист по слаботочным системам,1
Государственный инспектор труда по охране труда,1
Специалист отдела мобильных консультаций,1
Ночной вахтёр,1
Полицейский взвода отдельной роты патрульно-постовой службы полиции,1
Оперуполномоченный управления экономической безопасности и противодействия коррупции,1
Оперуполномоченный уголовного розыска ОМВД России по Ленинскому району г. Иваново,1
"Полицейский специального приёмника для содержания лиц, подвергнутых административному аресту",1
Следователь ОМВД России по Октябрьскому району г. Иваново,1
"Дознаватель ОМВД России по Октябрьскому району, г. Иваново",1
Следователь ОМВД России по Ленинскому району г. Иваново,1
Участковый уполномоченный полиции ОМВД России по Ленинскому району г. Иваново,1
Оперуполномоченный уголовного розыска МО МВД России Ивановский,1
Участковый уполномоченный полиции МО МВД России Тейковский,1
Инспектор дорожно-патрульной службы МО МВД России Родниковский,1
Инженер по охране труда и технике безопасности в строительстве,1
Преподаватель по охране труда,1
Application security/ Безопасность приложений,1
Охранник склад,1
Ведущий специалист по охране труда (Самара),1
Полицейский вневедомственной охраны (ФГКУ УВО ВНГ РФ по г. Санкт-Петербург и Ленинградской области),1
"Охранник на КПП (м. Горьковская, м. Чернышевская)",1
Инженер по охране труда / специалист,1
Начальник отдельной группы военизированной охраны,1
Руководитель группы,1
"Начальник команды ведомственной пожарной команды ЛПДС ""Похвистнево""",1
"Заместитель Генерального директора, начальник управления охранного предприятия (ЧОП)",1
Младший инспектор батальона полиции по охране Консульств иностранных государств,1
Специалист по охране труда / стажер,1
Сотрудник охраны (Мытищи),1
"Менеджер по охране труда, пожарной безопасности и экологии",1
Старший (государственный) таможенный инспектор,1
"Специалист по охране труда и промышленной безопасности (г. Ялуторовск, г. Ишим)",1
Охранник 4 разряд (м. Адмиралтейская),1
Инспектор (мкр. Привилегия),1
Специалист 1 разряда (информационная безопасность),1
Оператор видео-наблюдения,1
Вахтер автостоянки,1
Личный охранник (Телохранитель),1
Охранник-водитель мобильного наряда,1
"Главный специалист ГО, ЧС и ПБ",1
Инженер по охране труда и ТБ/Инженер ПТО,1
Дежурный офиса,1
Охранник объектов,1
"Инженер по пожарной безопасности, ГО и ЧС 1 категории",1
Начальник службы по охране труда и промышленной безопасности,1
Парковщик,1
Охранник (личная безопасность),1
Охранник в  коттеджный поселок,1
Контролер службы безопасности на пляж,1
Судебный пристав-исполнитель / младший судебный пристав по ОУПДС,1
Охранник в торговый центр (Петербург),1
Контролер (стрелок),1
Дежурный КПП,1
Оператор СКУД,1
Охранник-стрелок ведомственной охраны (Аэропорт Горно-Алтайск),1
Специалист по комплексной безопасности,1
Сотрудник по безопасности,1
Заместитель начальника службы внутреннего контроля,1
Заместитель начальника службы безопасности (направление аренды),1
Специалист Отдела безопасности,1
"Водитель-сотрудник (категории В,С,D) ФКУ «ЦХиСО МВД по Республике Татарстан» г. Казань",1
Матрос береговой отделения по контролю за техническим состоянием и эксплуатацией водного транспорта,1
Главный инженер в промышленности,1
Полицейский ОБОО МВД по РТ,1
Контролер торгового зала/охранник (г. Мелеуз),1
Специалист по охране труда (распределительный центр),1
"Охранник в ресторан ""Мамука""",1
Охранник (частная собственность),1
Диспетчер (охранник),1
Начальник отделения почтовой связи (Пионерский),1
Работник подразделения транспортной безопасности (Главный автовокзал),1
Инженер охраны труда и технике безопасности,1
Начальник управления ПБОТОС,1
Сотрудник охраны (ул.Ставропольская),1
Спасатель на пляжную территорию,1
Заместитель директора магазина (ТЦ Парнас),1
Начальник отдела по охране труда и промышленной безопасности,1
Матрос - спасатель,1
